_id,created,public,publication_authors,publication_created,publication_doi,publication_done,publication_journal,publication_pmid,publication_skip,publication_title,publication_updated,publication_year,score,updated,uuid,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year
63516fedb9c880af1f305b30,2022-09-01T15:16:05.443Z,True,"Sang X, Xiao W, Zheng H, Yang Y, Liu T",,10.1155/2020/1384749,0.0,Comput Math Methods Med,32300371,0.0,HMMPred: Accurate Prediction of DNA-Binding Proteins Based on HMM Profiles and XGBoost Feature Selection.,03/08/2022 12:38:13,2020,0.81,2022-09-01T15:16:05.443Z,bd99b02c-4c88-4e85-b466-4a97ef729643,"Sang X, Xiao W, Zheng H, Yang Y, Liu T",,Comput Math Methods Med,,HMMPred: Accurate Prediction of DNA-Binding Proteins Based on HMM Profiles and XGBoost Feature Selection.,03/08/2022 12:38:13,,"Sang X, Xiao W, Zheng H, Yang Y, Liu T",,Comput Math Methods Med,,HMMPred: Accurate Prediction of DNA-Binding Proteins Based on HMM Profiles and XGBoost Feature Selection.,03/08/2022 12:38:13,,"Sang X, Xiao W, Zheng H, Yang Y, Liu T",,Comput Math Methods Med,,HMMPred: Accurate Prediction of DNA-Binding Proteins Based on HMM Profiles and XGBoost Feature Selection.,03/08/2022 12:38:13,,"Sang X, Xiao W, Zheng H, Yang Y, Liu T",,Comput Math Methods Med,,HMMPred: Accurate Prediction of DNA-Binding Proteins Based on HMM Profiles and XGBoost Feature Selection.,03/08/2022 12:38:13,,"Sang X, Xiao W, Zheng H, Yang Y, Liu T",,Comput Math Methods Med,,HMMPred: Accurate Prediction of DNA-Binding Proteins Based on HMM Profiles and XGBoost Feature Selection.,03/08/2022 12:38:13,
63516fedb9c880af1f305b32,2022-09-01T15:16:05.443Z,True,"Kang AR, Lee J, Jung W, Lee M, Park SY, Woo J, Kim SH",,10.1371/journal.pone.0231172,0.0,PLoS One,32298292,0.0,Development of a prediction model for hypotension after induction of anesthesia using machine learning.,03/23/2022 11:05:15,2020,0.48,2022-09-01T15:16:05.443Z,31990540-50aa-4378-b78d-4ee10a62bdda,"Kang AR, Lee J, Jung W, Lee M, Park SY, Woo J, Kim SH",,PLoS One,,Development of a prediction model for hypotension after induction of anesthesia using machine learning.,03/23/2022 11:05:15,,"Kang AR, Lee J, Jung W, Lee M, Park SY, Woo J, Kim SH",,PLoS One,,Development of a prediction model for hypotension after induction of anesthesia using machine learning.,03/23/2022 11:05:15,,"Kang AR, Lee J, Jung W, Lee M, Park SY, Woo J, Kim SH",,PLoS One,,Development of a prediction model for hypotension after induction of anesthesia using machine learning.,03/23/2022 11:05:15,,"Kang AR, Lee J, Jung W, Lee M, Park SY, Woo J, Kim SH",,PLoS One,,Development of a prediction model for hypotension after induction of anesthesia using machine learning.,03/23/2022 11:05:15,,"Kang AR, Lee J, Jung W, Lee M, Park SY, Woo J, Kim SH",,PLoS One,,Development of a prediction model for hypotension after induction of anesthesia using machine learning.,03/23/2022 11:05:15,
63516fedb9c880af1f305b33,2022-09-01T15:16:05.443Z,True,"Yilmaz A, Ugur Z, Bisgin H, Akyol S, Bahado-Singh R, Wilson G, Imam K, Maddens ME, Graham SF",,10.3390/metabo10090357,0.0,Metabolites,32878308,0.0,Targeted Metabolic Profiling of Urine Highlights a Potential Biomarker Panel for the Diagnosis of Alzheimer's Disease and Mild Cognitive Impairment: A Pilot Study.,03/29/2022 09:10:15,2020,0.76,2022-09-01T15:16:05.443Z,e2d3109d-c453-483d-8eb9-5fe17cc3bf50,"Yilmaz A, Ugur Z, Bisgin H, Akyol S, Bahado-Singh R, Wilson G, Imam K, Maddens ME, Graham SF",,,,Targeted Metabolic Profiling of Urine Highlights a Potential Biomarker Panel for the Diagnosis of Alzheimer's Disease and Mild Cognitive Impairment: A Pilot Study.,03/29/2022 09:10:15,,"Yilmaz A, Ugur Z, Bisgin H, Akyol S, Bahado-Singh R, Wilson G, Imam K, Maddens ME, Graham SF",,,,Targeted Metabolic Profiling of Urine Highlights a Potential Biomarker Panel for the Diagnosis of Alzheimer's Disease and Mild Cognitive Impairment: A Pilot Study.,03/29/2022 09:10:15,,"Yilmaz A, Ugur Z, Bisgin H, Akyol S, Bahado-Singh R, Wilson G, Imam K, Maddens ME, Graham SF",,,,Targeted Metabolic Profiling of Urine Highlights a Potential Biomarker Panel for the Diagnosis of Alzheimer's Disease and Mild Cognitive Impairment: A Pilot Study.,03/29/2022 09:10:15,,"Yilmaz A, Ugur Z, Bisgin H, Akyol S, Bahado-Singh R, Wilson G, Imam K, Maddens ME, Graham SF",,,,Targeted Metabolic Profiling of Urine Highlights a Potential Biomarker Panel for the Diagnosis of Alzheimer's Disease and Mild Cognitive Impairment: A Pilot Study.,03/29/2022 09:10:15,,"Yilmaz A, Ugur Z, Bisgin H, Akyol S, Bahado-Singh R, Wilson G, Imam K, Maddens ME, Graham SF",,,,Targeted Metabolic Profiling of Urine Highlights a Potential Biomarker Panel for the Diagnosis of Alzheimer's Disease and Mild Cognitive Impairment: A Pilot Study.,03/29/2022 09:10:15,
63516fedb9c880af1f305b4f,2022-09-01T15:16:05.444Z,True,"Klosa J, Simon N, Westermark PO, Liebscher V, Wittenburg D",,10.1186/s12859-020-03725-w,0.0,BMC Bioinformatics,32933477,0.0,"Seagull: lasso, group lasso and sparse-group lasso regularization for linear regression models via proximal gradient descent.",01/18/2022 17:50:21,2020,0.76,2022-09-01T15:16:05.444Z,e9544652-63df-4961-abc7-af965754adc8,"Klosa J, Simon N, Westermark PO, Liebscher V, Wittenburg D",,BMC Bioinformatics,,"Seagull: lasso, group lasso and sparse-group lasso regularization for linear regression models via proximal gradient descent.",01/18/2022 17:50:21,,"Klosa J, Simon N, Westermark PO, Liebscher V, Wittenburg D",,BMC Bioinformatics,,"Seagull: lasso, group lasso and sparse-group lasso regularization for linear regression models via proximal gradient descent.",01/18/2022 17:50:21,,"Klosa J, Simon N, Westermark PO, Liebscher V, Wittenburg D",,BMC Bioinformatics,,"Seagull: lasso, group lasso and sparse-group lasso regularization for linear regression models via proximal gradient descent.",01/18/2022 17:50:21,,"Klosa J, Simon N, Westermark PO, Liebscher V, Wittenburg D",,BMC Bioinformatics,,"Seagull: lasso, group lasso and sparse-group lasso regularization for linear regression models via proximal gradient descent.",01/18/2022 17:50:21,,"Klosa J, Simon N, Westermark PO, Liebscher V, Wittenburg D",,BMC Bioinformatics,,"Seagull: lasso, group lasso and sparse-group lasso regularization for linear regression models via proximal gradient descent.",01/18/2022 17:50:21,
63516fedb9c880af1f305b50,2022-09-01T15:16:05.444Z,True,"Tian Y, Wang J, Qin C, Zhu G, Chen X, Chen Z, Qin Y, Wei M, Li Z, Zhang X, Lv Y, Cai G",,10.3389/fgene.2020.566159,0.0,Front Genet,33329703,0.0,Identifying 8-mRNAsi Based Signature for Predicting Survival in Patients With Head and Neck Squamous Cell Carcinoma via Machine Learning.,02/16/2022 09:43:09,2020,0.48,2022-09-01T15:16:05.444Z,3785a62f-b82d-40db-9c45-88dbe0b8582f,"Tian Y, Wang J, Qin C, Zhu G, Chen X, Chen Z, Qin Y, Wei M, Li Z, Zhang X, Lv Y, Cai G",,Front Genet,,Identifying 8-mRNAsi Based Signature for Predicting Survival in Patients With Head and Neck Squamous Cell Carcinoma via Machine Learning.,02/16/2022 09:43:09,,"Tian Y, Wang J, Qin C, Zhu G, Chen X, Chen Z, Qin Y, Wei M, Li Z, Zhang X, Lv Y, Cai G",,Front Genet,,Identifying 8-mRNAsi Based Signature for Predicting Survival in Patients With Head and Neck Squamous Cell Carcinoma via Machine Learning.,02/16/2022 09:43:09,,"Tian Y, Wang J, Qin C, Zhu G, Chen X, Chen Z, Qin Y, Wei M, Li Z, Zhang X, Lv Y, Cai G",,Front Genet,,Identifying 8-mRNAsi Based Signature for Predicting Survival in Patients With Head and Neck Squamous Cell Carcinoma via Machine Learning.,02/16/2022 09:43:09,,"Tian Y, Wang J, Qin C, Zhu G, Chen X, Chen Z, Qin Y, Wei M, Li Z, Zhang X, Lv Y, Cai G",,Front Genet,,Identifying 8-mRNAsi Based Signature for Predicting Survival in Patients With Head and Neck Squamous Cell Carcinoma via Machine Learning.,02/16/2022 09:43:09,,"Tian Y, Wang J, Qin C, Zhu G, Chen X, Chen Z, Qin Y, Wei M, Li Z, Zhang X, Lv Y, Cai G",,Front Genet,,Identifying 8-mRNAsi Based Signature for Predicting Survival in Patients With Head and Neck Squamous Cell Carcinoma via Machine Learning.,02/16/2022 09:43:09,
63516fedb9c880af1f305b51,2022-09-01T15:16:05.444Z,True,"Liu W, Zhang X, Qiao Y, Cai Y, Yin H, Zheng M, Zhu Y, Wang H",,10.3389/fnins.2020.577568,0.0,Front Neurosci,33324147,0.0,Functional Connectivity Combined With a Machine Learning Algorithm Can Classify High-Risk First-Degree Relatives of Patients With Schizophrenia and Identify Correlates of Cognitive Impairments.,03/01/2022 14:21:27,2020,0.52,2022-09-01T15:16:05.444Z,0f17c012-ed0e-4766-801b-39bb206b5767,"Liu W, Zhang X, Qiao Y, Cai Y, Yin H, Zheng M, Zhu Y, Wang H",,Front Neurosci,,Functional Connectivity Combined With a Machine Learning Algorithm Can Classify High-Risk First-Degree Relatives of Patients With Schizophrenia and Identify Correlates of Cognitive Impairments.,03/01/2022 14:21:27,,"Liu W, Zhang X, Qiao Y, Cai Y, Yin H, Zheng M, Zhu Y, Wang H",,Front Neurosci,,Functional Connectivity Combined With a Machine Learning Algorithm Can Classify High-Risk First-Degree Relatives of Patients With Schizophrenia and Identify Correlates of Cognitive Impairments.,03/01/2022 14:21:27,,"Liu W, Zhang X, Qiao Y, Cai Y, Yin H, Zheng M, Zhu Y, Wang H",,Front Neurosci,,Functional Connectivity Combined With a Machine Learning Algorithm Can Classify High-Risk First-Degree Relatives of Patients With Schizophrenia and Identify Correlates of Cognitive Impairments.,03/01/2022 14:21:27,,"Liu W, Zhang X, Qiao Y, Cai Y, Yin H, Zheng M, Zhu Y, Wang H",,Front Neurosci,,Functional Connectivity Combined With a Machine Learning Algorithm Can Classify High-Risk First-Degree Relatives of Patients With Schizophrenia and Identify Correlates of Cognitive Impairments.,03/01/2022 14:21:27,,"Liu W, Zhang X, Qiao Y, Cai Y, Yin H, Zheng M, Zhu Y, Wang H",,Front Neurosci,,Functional Connectivity Combined With a Machine Learning Algorithm Can Classify High-Risk First-Degree Relatives of Patients With Schizophrenia and Identify Correlates of Cognitive Impairments.,03/01/2022 14:21:27,
63516fedb9c880af1f305b52,2022-09-01T15:16:05.444Z,True,"Tao Z, Li Y, Teng Z, Zhao Y",,10.1155/2020/8926750,0.0,Comput Math Methods Med,33133228,0.0,A Method for Identifying Vesicle Transport Proteins Based on LibSVM and MRMD.,03/07/2022 10:25:36,2020,0.38,2022-09-01T15:16:05.444Z,827777a1-d886-4bc3-b9c3-91083dffda4f,"Tao Z, Li Y, Teng Z, Zhao Y",,Comput Math Methods Med,,A Method for Identifying Vesicle Transport Proteins Based on LibSVM and MRMD.,03/07/2022 10:25:36,,"Tao Z, Li Y, Teng Z, Zhao Y",,Comput Math Methods Med,,A Method for Identifying Vesicle Transport Proteins Based on LibSVM and MRMD.,03/07/2022 10:25:36,,"Tao Z, Li Y, Teng Z, Zhao Y",,Comput Math Methods Med,,A Method for Identifying Vesicle Transport Proteins Based on LibSVM and MRMD.,03/07/2022 10:25:36,,"Tao Z, Li Y, Teng Z, Zhao Y",,Comput Math Methods Med,,A Method for Identifying Vesicle Transport Proteins Based on LibSVM and MRMD.,03/07/2022 10:25:36,,"Tao Z, Li Y, Teng Z, Zhao Y",,Comput Math Methods Med,,A Method for Identifying Vesicle Transport Proteins Based on LibSVM and MRMD.,03/07/2022 10:25:36,
63516fedb9c880af1f305b53,2022-09-01T15:16:05.444Z,True,"Chen Q, Lee K, Yan S, Kim S, Wei CH, Lu Z",,10.1371/journal.pcbi.1007617,0.0,PLoS Comput Biol,32324731,0.0,BioConceptVec: Creating and evaluating literature-based biomedical concept embeddings on a large scale.,03/08/2022 15:42:05,2020,0.48,2022-09-01T15:16:05.444Z,35561cc1-0576-4757-b30f-5bcd7b65ce52,"Chen Q, Lee K, Yan S, Kim S, Wei CH, Lu Z",,PLoS Comput Biol,,BioConceptVec: Creating and evaluating literature-based biomedical concept embeddings on a large scale.,03/08/2022 15:42:05,,"Chen Q, Lee K, Yan S, Kim S, Wei CH, Lu Z",,PLoS Comput Biol,,BioConceptVec: Creating and evaluating literature-based biomedical concept embeddings on a large scale.,03/08/2022 15:42:05,,"Chen Q, Lee K, Yan S, Kim S, Wei CH, Lu Z",,PLoS Comput Biol,,BioConceptVec: Creating and evaluating literature-based biomedical concept embeddings on a large scale.,03/08/2022 15:42:05,,"Chen Q, Lee K, Yan S, Kim S, Wei CH, Lu Z",,PLoS Comput Biol,,BioConceptVec: Creating and evaluating literature-based biomedical concept embeddings on a large scale.,03/08/2022 15:42:05,,"Chen Q, Lee K, Yan S, Kim S, Wei CH, Lu Z",,PLoS Comput Biol,,BioConceptVec: Creating and evaluating literature-based biomedical concept embeddings on a large scale.,03/08/2022 15:42:05,
63516fedb9c880af1f305b54,2022-09-01T15:16:05.444Z,True,"La Rocca M, Garner R, Amoroso N, Lutkenhoff ES, Monti MM, Vespa P, Toga AW, Duncan D",,10.3389/fnins.2020.591662,0.0,Front Neurosci,33328863,0.0,Multiplex Networks to Characterize Seizure Development in Traumatic Brain Injury Patients.,03/15/2022 11:03:41,2020,0.62,2022-09-01T15:16:05.444Z,5a5db1d1-8e51-4dca-aee1-ec8f06e46300,"La Rocca M, Garner R, Amoroso N, Lutkenhoff ES, Monti MM, Vespa P, Toga AW, Duncan D",,Front Neurosci,,Multiplex Networks to Characterize Seizure Development in Traumatic Brain Injury Patients.,03/15/2022 11:03:41,,"La Rocca M, Garner R, Amoroso N, Lutkenhoff ES, Monti MM, Vespa P, Toga AW, Duncan D",,Front Neurosci,,Multiplex Networks to Characterize Seizure Development in Traumatic Brain Injury Patients.,03/15/2022 11:03:41,,"La Rocca M, Garner R, Amoroso N, Lutkenhoff ES, Monti MM, Vespa P, Toga AW, Duncan D",,Front Neurosci,,Multiplex Networks to Characterize Seizure Development in Traumatic Brain Injury Patients.,03/15/2022 11:03:41,,"La Rocca M, Garner R, Amoroso N, Lutkenhoff ES, Monti MM, Vespa P, Toga AW, Duncan D",,Front Neurosci,,Multiplex Networks to Characterize Seizure Development in Traumatic Brain Injury Patients.,03/15/2022 11:03:41,,"La Rocca M, Garner R, Amoroso N, Lutkenhoff ES, Monti MM, Vespa P, Toga AW, Duncan D",,Front Neurosci,,Multiplex Networks to Characterize Seizure Development in Traumatic Brain Injury Patients.,03/15/2022 11:03:41,
63516fedb9c880af1f305b55,2022-09-01T15:16:05.444Z,True,"Wang Z, Liu Q, Dou Q",,10.1109/JBHI.2020.3023246,0.0,IEEE J Biomed Health Inform,32915751,0.0,Contrastive Cross-Site Learning With Redesigned Net for COVID-19 CT Classification.,03/28/2022 12:23:43,2020,0.76,2022-09-01T15:16:05.444Z,2598df6d-6714-4983-8db6-20a2fe1309b4,"Wang Z, Liu Q, Dou Q",,IEEE J Biomed Health Inform,,Contrastive Cross-Site Learning With Redesigned Net for COVID-19 CT Classification.,03/28/2022 12:23:43,,"Wang Z, Liu Q, Dou Q",,IEEE J Biomed Health Inform,,Contrastive Cross-Site Learning With Redesigned Net for COVID-19 CT Classification.,03/28/2022 12:23:43,,"Wang Z, Liu Q, Dou Q",,IEEE J Biomed Health Inform,,Contrastive Cross-Site Learning With Redesigned Net for COVID-19 CT Classification.,03/28/2022 12:23:43,,"Wang Z, Liu Q, Dou Q",,IEEE J Biomed Health Inform,,Contrastive Cross-Site Learning With Redesigned Net for COVID-19 CT Classification.,03/28/2022 12:23:43,,"Wang Z, Liu Q, Dou Q",,IEEE J Biomed Health Inform,,Contrastive Cross-Site Learning With Redesigned Net for COVID-19 CT Classification.,03/28/2022 12:23:43,
63516fedb9c880af1f305b6f,2022-09-01T15:16:05.444Z,True,"Jia J, Wang M, Ma Y, Teng J, Shi H, Liu H, Sun Y, Su Y, Meng J, Chi H, Chen X, Cheng X, Ye J, Liu T, Wang Z, Wan L, Zhou Z, Wang F, Yang C, Hu Q",,10.3389/fimmu.2020.563335,0.0,Front Immunol,33240258,0.0,Circulating Neutrophil Extracellular Traps Signature for Identifying Organ Involvement and Response to Glucocorticoid in Adult-Onset Still's Disease: A Machine Learning Study.,02/09/2022 15:02:29,2020,0.71,2022-09-01T15:16:05.444Z,59ef281d-0bee-4188-a2b4-10dd495bb666,"Jia J, Wang M, Ma Y, Teng J, Shi H, Liu H, Sun Y, Su Y, Meng J, Chi H, Chen X, Cheng X, Ye J, Liu T, Wang Z, Wan L, Zhou Z, Wang F, Yang C, Hu Q",,Front Immunol,,Circulating Neutrophil Extracellular Traps Signature for Identifying Organ Involvement and Response to Glucocorticoid in Adult-Onset Still's Disease: A Machine Learning Study.,02/09/2022 15:02:29,,"Jia J, Wang M, Ma Y, Teng J, Shi H, Liu H, Sun Y, Su Y, Meng J, Chi H, Chen X, Cheng X, Ye J, Liu T, Wang Z, Wan L, Zhou Z, Wang F, Yang C, Hu Q",,Front Immunol,,Circulating Neutrophil Extracellular Traps Signature for Identifying Organ Involvement and Response to Glucocorticoid in Adult-Onset Still's Disease: A Machine Learning Study.,02/09/2022 15:02:29,,"Jia J, Wang M, Ma Y, Teng J, Shi H, Liu H, Sun Y, Su Y, Meng J, Chi H, Chen X, Cheng X, Ye J, Liu T, Wang Z, Wan L, Zhou Z, Wang F, Yang C, Hu Q",,Front Immunol,,Circulating Neutrophil Extracellular Traps Signature for Identifying Organ Involvement and Response to Glucocorticoid in Adult-Onset Still's Disease: A Machine Learning Study.,02/09/2022 15:02:29,,"Jia J, Wang M, Ma Y, Teng J, Shi H, Liu H, Sun Y, Su Y, Meng J, Chi H, Chen X, Cheng X, Ye J, Liu T, Wang Z, Wan L, Zhou Z, Wang F, Yang C, Hu Q",,Front Immunol,,Circulating Neutrophil Extracellular Traps Signature for Identifying Organ Involvement and Response to Glucocorticoid in Adult-Onset Still's Disease: A Machine Learning Study.,02/09/2022 15:02:29,,"Jia J, Wang M, Ma Y, Teng J, Shi H, Liu H, Sun Y, Su Y, Meng J, Chi H, Chen X, Cheng X, Ye J, Liu T, Wang Z, Wan L, Zhou Z, Wang F, Yang C, Hu Q",,Front Immunol,,Circulating Neutrophil Extracellular Traps Signature for Identifying Organ Involvement and Response to Glucocorticoid in Adult-Onset Still's Disease: A Machine Learning Study.,02/09/2022 15:02:29,
63516fedb9c880af1f305b70,2022-09-01T15:16:05.444Z,True,"Cheng J, Ding X, Xu S, Zhu B, Jia Q",,10.3892/ol.2020.11381,0.0,Oncol Lett,32218835,0.0,Gene expression profiling identified TP53<sup>Mut</sup>PIK3CA<sup>Wild</sup> as a potential biomarker for patients with triple-negative breast cancer treated with immune checkpoint inhibitors.,03/02/2022 11:14:34,2020,0.76,2022-09-01T15:16:05.444Z,94f52be3-39fa-4f72-9fc2-9ab4ae112839,"Cheng J, Ding X, Xu S, Zhu B, Jia Q",,Oncol Lett,,Gene expression profiling identified TP53<sup>Mut</sup>PIK3CA<sup>Wild</sup> as a potential biomarker for patients with triple-negative breast cancer treated with immune checkpoint inhibitors.,03/02/2022 11:14:34,,"Cheng J, Ding X, Xu S, Zhu B, Jia Q",,Oncol Lett,,Gene expression profiling identified TP53<sup>Mut</sup>PIK3CA<sup>Wild</sup> as a potential biomarker for patients with triple-negative breast cancer treated with immune checkpoint inhibitors.,03/02/2022 11:14:34,,"Cheng J, Ding X, Xu S, Zhu B, Jia Q",,Oncol Lett,,Gene expression profiling identified TP53<sup>Mut</sup>PIK3CA<sup>Wild</sup> as a potential biomarker for patients with triple-negative breast cancer treated with immune checkpoint inhibitors.,03/02/2022 11:14:34,,"Cheng J, Ding X, Xu S, Zhu B, Jia Q",,Oncol Lett,,Gene expression profiling identified TP53<sup>Mut</sup>PIK3CA<sup>Wild</sup> as a potential biomarker for patients with triple-negative breast cancer treated with immune checkpoint inhibitors.,03/02/2022 11:14:34,,"Cheng J, Ding X, Xu S, Zhu B, Jia Q",,Oncol Lett,,Gene expression profiling identified TP53<sup>Mut</sup>PIK3CA<sup>Wild</sup> as a potential biomarker for patients with triple-negative breast cancer treated with immune checkpoint inhibitors.,03/02/2022 11:14:34,
63516fedb9c880af1f305b71,2022-09-01T15:16:05.444Z,True,"Gordon GC, Cameron JC, Gupta STP, Engstrom MD, Reed JL, Pfleger BF",,10.1128/mSystems.00224-20,0.0,mSystems,32753502,0.0,Genome-Wide Analysis of RNA Decay in the Cyanobacterium <i>Synechococcus</i> sp. Strain PCC 7002.,03/04/2022 17:00:53,2020,0.33,2022-09-01T15:16:05.444Z,52d91d41-3b36-4240-bf74-f433787be438,"Gordon GC, Cameron JC, Gupta STP, Engstrom MD, Reed JL, Pfleger BF",,,,Genome-Wide Analysis of RNA Decay in the Cyanobacterium <i>Synechococcus</i> sp. Strain PCC 7002.,03/04/2022 17:00:53,,"Gordon GC, Cameron JC, Gupta STP, Engstrom MD, Reed JL, Pfleger BF",,,,Genome-Wide Analysis of RNA Decay in the Cyanobacterium <i>Synechococcus</i> sp. Strain PCC 7002.,03/04/2022 17:00:53,,"Gordon GC, Cameron JC, Gupta STP, Engstrom MD, Reed JL, Pfleger BF",,,,Genome-Wide Analysis of RNA Decay in the Cyanobacterium <i>Synechococcus</i> sp. Strain PCC 7002.,03/04/2022 17:00:53,,"Gordon GC, Cameron JC, Gupta STP, Engstrom MD, Reed JL, Pfleger BF",,,,Genome-Wide Analysis of RNA Decay in the Cyanobacterium <i>Synechococcus</i> sp. Strain PCC 7002.,03/04/2022 17:00:53,,"Gordon GC, Cameron JC, Gupta STP, Engstrom MD, Reed JL, Pfleger BF",,,,Genome-Wide Analysis of RNA Decay in the Cyanobacterium <i>Synechococcus</i> sp. Strain PCC 7002.,03/04/2022 17:00:53,
63516fedb9c880af1f305b72,2022-09-01T15:16:05.444Z,True,"Bitencourt AGV, Gibbs P, Rossi Saccarelli C, Daimiel I, Lo Gullo R, Fox MJ, Thakur S, Pinker K, Morris EA, Morrow M, Jochelson MS",,10.1016/j.ebiom.2020.103042,0.0,EBioMedicine,33039708,0.0,MRI-based machine learning radiomics can predict HER2 expression level and pathologic response after neoadjuvant therapy in HER2 overexpressing breast cancer.,03/27/2022 23:10:49,2020,0.62,2022-09-01T15:16:05.444Z,d6512a82-bc58-4d38-a7de-a80eecdc7a16,"Bitencourt AGV, Gibbs P, Rossi Saccarelli C, Daimiel I, Lo Gullo R, Fox MJ, Thakur S, Pinker K, Morris EA, Morrow M, Jochelson MS",,,,MRI-based machine learning radiomics can predict HER2 expression level and pathologic response after neoadjuvant therapy in HER2 overexpressing breast cancer.,03/27/2022 23:10:49,,"Bitencourt AGV, Gibbs P, Rossi Saccarelli C, Daimiel I, Lo Gullo R, Fox MJ, Thakur S, Pinker K, Morris EA, Morrow M, Jochelson MS",,,,MRI-based machine learning radiomics can predict HER2 expression level and pathologic response after neoadjuvant therapy in HER2 overexpressing breast cancer.,03/27/2022 23:10:49,,"Bitencourt AGV, Gibbs P, Rossi Saccarelli C, Daimiel I, Lo Gullo R, Fox MJ, Thakur S, Pinker K, Morris EA, Morrow M, Jochelson MS",,,,MRI-based machine learning radiomics can predict HER2 expression level and pathologic response after neoadjuvant therapy in HER2 overexpressing breast cancer.,03/27/2022 23:10:49,,"Bitencourt AGV, Gibbs P, Rossi Saccarelli C, Daimiel I, Lo Gullo R, Fox MJ, Thakur S, Pinker K, Morris EA, Morrow M, Jochelson MS",,,,MRI-based machine learning radiomics can predict HER2 expression level and pathologic response after neoadjuvant therapy in HER2 overexpressing breast cancer.,03/27/2022 23:10:49,,"Bitencourt AGV, Gibbs P, Rossi Saccarelli C, Daimiel I, Lo Gullo R, Fox MJ, Thakur S, Pinker K, Morris EA, Morrow M, Jochelson MS",,,,MRI-based machine learning radiomics can predict HER2 expression level and pathologic response after neoadjuvant therapy in HER2 overexpressing breast cancer.,03/27/2022 23:10:49,
63516fedb9c880af1f305b7f,2022-09-01T15:16:05.445Z,True,"Luyapan J, Ji X, Li S, Xiao X, Zhu D, Duell EJ, Christiani DC, Schabath MB, Arnold SM, Zienolddiny S, Brunnström H, Melander O, Thornquist MD, MacKenzie TA, Amos CI, Gui J",,10.1186/s12920-020-00807-9,0.0,BMC Med Genomics,33126877,0.0,A new efficient method to detect genetic interactions for lung cancer GWAS.,02/23/2022 08:54:37,2020,0.86,2022-09-01T15:16:05.445Z,82cf0bf2-90df-48f5-9e3f-8671010c3fc3,"Luyapan J, Ji X, Li S, Xiao X, Zhu D, Duell EJ, Christiani DC, Schabath MB, Arnold SM, Zienolddiny S, Brunnström H, Melander O, Thornquist MD, MacKenzie TA, Amos CI, Gui J",,BMC Med Genomics,,A new efficient method to detect genetic interactions for lung cancer GWAS.,02/23/2022 08:54:37,,"Luyapan J, Ji X, Li S, Xiao X, Zhu D, Duell EJ, Christiani DC, Schabath MB, Arnold SM, Zienolddiny S, Brunnström H, Melander O, Thornquist MD, MacKenzie TA, Amos CI, Gui J",,BMC Med Genomics,,A new efficient method to detect genetic interactions for lung cancer GWAS.,02/23/2022 08:54:37,,"Luyapan J, Ji X, Li S, Xiao X, Zhu D, Duell EJ, Christiani DC, Schabath MB, Arnold SM, Zienolddiny S, Brunnström H, Melander O, Thornquist MD, MacKenzie TA, Amos CI, Gui J",,BMC Med Genomics,,A new efficient method to detect genetic interactions for lung cancer GWAS.,02/23/2022 08:54:37,,"Luyapan J, Ji X, Li S, Xiao X, Zhu D, Duell EJ, Christiani DC, Schabath MB, Arnold SM, Zienolddiny S, Brunnström H, Melander O, Thornquist MD, MacKenzie TA, Amos CI, Gui J",,BMC Med Genomics,,A new efficient method to detect genetic interactions for lung cancer GWAS.,02/23/2022 08:54:37,,"Luyapan J, Ji X, Li S, Xiao X, Zhu D, Duell EJ, Christiani DC, Schabath MB, Arnold SM, Zienolddiny S, Brunnström H, Melander O, Thornquist MD, MacKenzie TA, Amos CI, Gui J",,BMC Med Genomics,,A new efficient method to detect genetic interactions for lung cancer GWAS.,02/23/2022 08:54:37,
